LEAID,LEA_NAME,ST,d_Locale_Txt,SCHOOL_YEAR,AIAN,Asian,Black,Hispanic,White,Multi,Total,diverse,variance,int_group
600047,tracy joint unified,CA,suburban-small,2016-2017,0.287202778519904,17.7063852524713,6.17152017098584,50.6278386321133,21.6136788672188,3.59337429869089,14972,Diverse,0.0757971070454502,Highly integrated
600048,paso robles joint unified,CA,city-small,2016-2017,0.41341295360588,1.34741999693768,1.48522431480631,53.2384014699127,40.2694839993875,3.24605726534987,6531,Diverse,0.0600749020436601,Highly integrated
600052,eureka city schools,CA,town-remote,2016-2017,5.65002742731761,12.9456939111355,2.57816785518376,21.6127262753703,47.723532638508,9.48985189248491,3646,Diverse,0.0225744207125577,Highly integrated
600062,oakdale joint unified,CA,suburban-large,2016-2017,0.846623351053357,2.26422524118921,0.570978539082497,37.1529828706438,57.2750541445166,1.89013585351447,5079,Diverse,0.0117889088076095,Highly integrated
600069,valley center-pauma unified,CA,rural-fringe,2016-2017,8.95711748287237,1.70007612281147,0.482111139304745,52.3471200202994,32.4536919563563,4.05988327835575,3941,Diverse,0.0156016002648184,Highly integrated
600153,alhambra unified,CA,suburban-large,2016-2017,0.190261014329033,53.849812711814,0.618348296569356,40.9655746477198,2.01557762054819,2.36042570901956,16819,Diverse,0.0917538981209518,Somewhat integrated
600158,turlock unified,CA,suburban-small,2016-2017,0.686281667518435,5.95750894356428,1.97853544571804,56.6912462583047,32.4815653062714,2.20486237862306,13697,Diverse,0.0957152129796558,Somewhat integrated
601332,twin rivers unified,CA,suburban-large,2016-2017,0.751360221089904,12.1210812678124,14.8976595560929,44.8138872096036,21.1460402452716,6.26997150012954,23158,Diverse,0.0618963958012888,Highly integrated
601410,lammersville joint unified,CA,town-fringe,2016-2017,0.553097345132743,42.6327433628319,6.61504424778761,19.0265486725664,23.5840707964602,7.58849557522124,4520,Diverse,0.0109728957933982,Highly integrated
601414,santa barbara unified,CA,city-small,2016-2017,0.521483657730444,4.186558942343,1.08703635695924,59.9779654792508,33.2941608520015,0.93279471171502,13615,Diverse,0.13198329877533,Somewhat integrated
601620,abc unified,CA,suburban-large,2016-2017,0.28540497982482,37.3880523570515,8.62611947642949,44.9119181182954,6.2444641275465,2.54404094085228,20322,Diverse,0.234683721126949,Not integrated
601710,adelanto elementary,CA,suburban-large,2016-2017,0.336498017065257,2.49969955534191,21.8723711092417,62.2521331570725,7.97981011897608,5.05948804230261,8321,Diverse,0.008874351547097,Highly integrated
601770,alameda unified,CA,suburban-large,2016-2017,0.283671848405764,37.4333371156246,7.37546805854987,15.1140360830591,29.1047316464314,10.6887552479292,8813,Diverse,0.0303655622122426,Highly integrated
602160,alta loma elementary,CA,suburban-large,2016-2017,0.51796157059315,8.83876357560568,6.36591478696742,44.6950710108605,38.078529657477,1.50375939849624,5985,Diverse,0.0223558796090249,Highly integrated
602450,amador county unified,CA,town-distant,2016-2017,2.50666666666667,1.65333333333333,0.586666666666667,20.2133333333333,68.72,6.32,3750,Diverse,0.0145599553378723,Highly integrated
602630,anaheim union high,CA,city-large,2016-2017,0.446024346892921,18.18639122707,2.30725376437842,66.6387202790167,10.1009423521916,2.32066803045038,29819,Diverse,0.259372907641443,Not integrated
